subject,predicate,object
Eggs_Grade_A_Large_egg_whole,predictedFor,Movement_Disorders
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Osteoporosis
Blackeye_pea_dry,recommendedFor,Hyperglycemia
Cheese_dry_white_queso_seco,contraindicatedFor,Hypertension__Renal
Squid_calamari_frozen_tubes_only,recommendedFor,Tachycardia
Yogurt_Greek_strawberry_nonfat,recommendedFor,Pulpitis
Tomato_juice_with_added_ingredients_from_concentrate_shelf_stable,recommendedFor,Arrhythmias__Cardiac
Cheese_dry_white_queso_seco,contraindicatedFor,Osteoporosis
Beans_Dry_Great_Northern_0_moisture,22-rdf-syntax-ns#type,Food
Nuts_pecans_halves_raw,recommendedFor,Prenatal_Injuries
Beans_Dry_Cranberry_0_moisture,recommendedFor,Diabetes_Mellitus__Type_2
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Cholestasis
Potassium,treats,Drug_Related_Side_Effects_and_Adverse_Reactions
Spinach_baby,recommendedFor,Tremor
Chicken_broilers_or_fryers_drumstick_meat_only_cooked_braised,recommendedFor,Tachycardia
Flour_cassava,recommendedFor,Acute_Kidney_Injury
Mango_Tommy_Atkins_peeled_raw,contraindicatedFor,Insulin_Resistance
Flour_coconut,contraindicatedFor,Diabetes_Mellitus__Type_2
Sesame_butter_creamy,recommendedFor,Craniofacial_Abnormalities
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Gastrointestinal_Diseases
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,contraindicatedFor,Anemia
Einkorn_grain_dry_raw,recommendedFor,Hepatomegaly
Beans_Dry_Small_Red_0_moisture,recommendedFor,Major_Depressive_Disorder
Egg_whole_dried,recommendedFor,Ventricular_Fibrillation
Mandarin_seedless_peeled_raw,highInPredicted,Vitamin_C
Beef_flank_steak_boneless_choice_raw,recommendedFor,Peripheral_Nervous_System_Diseases
Beans_Dry_Small_White_0_moisture,recommendedFor,Tachycardia__Supraventricular
Salt_table_iodized,predictedFor,Peptic_Ulcer
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,recommendedFor,Intestinal_Diseases
Sesame_butter_creamy,recommendedFor,Protein_Deficiency
Cheese_cottage_lowfat_2_milkfat,recommendedFor,Arrhythmias__Cardiac
Cherries_sweet_dark_red_raw,highInPredicted,Vitamin_C
Flour_quinoa,highIn,Zinc
Chicken_drumstick_meat_and_skin_raw,predictedFor,Cardiomyopathies
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Hyperemia
Beans_Dry_Tan_0_moisture,contraindicatedFor,Hypercalcemia
Mushroom_maitake,recommendedFor,Basal_Cell_Nevus_Syndrome
Peanut_butter_creamy,contraindicatedFor,Anemia__Hypochromic
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Nerve_Degeneration
Khorasan_grain_dry_raw,contraindicatedFor,Crohn_Disease
Pork_chop_center_cut_raw,22-rdf-syntax-ns#type,Food
Beans_Dry_Small_White_0_moisture,recommendedFor,Movement_Disorders
Turkey_ground_93_lean_7_fat_raw,recommendedFor,COVID_19
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Drug_Overdose
Cheese_queso_fresco_solid,recommendedFor,Diabetic_Cardiomyopathies
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Rhabdomyolysis
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,highIn,Zinc
Cheese_feta_whole_milk_crumbled,recommendedFor,Colitis
Flour_almond,recommendedFor,Glioma
Beans_Dry_Cranberry_0_moisture,recommendedFor,Fever
Apples_fuji_with_skin_raw,contraindicatedFor,Diabetic_Ketoacidosis
Blackeye_pea_dry,contraindicatedFor,Nephrotic_Syndrome
Beans_Dry_Pink_0_moisture,recommendedFor,Fasciculation
Flour_whole_wheat_unenriched,highIn,Carbohydrate
Oats_whole_grain_steel_cut,contraindicatedFor,Hyperkalemia
Flour_almond,recommendedFor,Torsades_de_Pointes
Beet_greens_raw,contraindicatedFor,Coronary_Disease
Lobster_tail_only_frozen_wild_caught,contraindicatedFor,Ischemic_Stroke
Cheese_pasteurized_process_American_vitamin_D_fortified,contraindicatedFor,Diabetes_Mellitus__Type_2
Flour_semolina_coarse_and_semicoarse,highIn,Folate
Sesame_butter_creamy,recommendedFor,Tachycardia__Supraventricular
Lentils_dry,recommendedFor,Intestinal_Diseases
Cheese_swiss,recommendedFor,Hyperplasia
Beans_Dry_Pinto_0_moisture,recommendedFor,Diabetes_Mellitus__Type_2
Flour_whole_wheat_unenriched,recommendedFor,Hypomagnesemia_primary
Milk_reduced_fat_fluid_2_milkfat_with_added_vitamin_A_and_vitamin_D,predictedFor,Paranoid_Disorders
Oats_whole_grain_steel_cut,recommendedFor,Leukemia
Khorasan_grain_dry_raw,recommendedFor,Arthralgia
Yogurt_Greek_strawberry_nonfat,recommendedFor,Arrhythmias__Cardiac
Sausage_Italian_pork_mild_cooked_panfried,highIn,Vitamin_B6
Beans_Dry_Small_White_0_moisture,recommendedFor,Diabetic_Ketoacidosis
Sesame_butter_creamy,recommendedFor,Movement_Disorders
Beans_Dry_Tan_0_moisture,recommendedFor,Muscle_Weakness
Nuts_cashew_nuts_raw,recommendedFor,Tremor
Avocado_Hass_peeled_raw,contraindicatedFor,Hyperkalemia
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Atherosclerosis
Lentils_dry,highIn,Zinc
Beans_Dry_Cranberry_0_moisture,recommendedFor,Polycystic_Ovary_Syndrome
Blackeye_pea_dry,recommendedFor,Fasciculation
Flour_coconut,recommendedFor,Major_Depressive_Disorder
Oats_whole_grain_steel_cut,contraindicatedFor,Acute_Kidney_Injury
Cream_heavy,contraindicatedFor,Stroke
Nuts_hazelnuts_or_filberts_raw,predictedFor,Teratozoospermia
Protein,worsensWith,Renal_Insufficiency
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Peripheral_Nervous_System_Diseases
Tomato_juice_with_added_ingredients_from_concentrate_shelf_stable,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Seeds_sunflower_seed_kernel_raw,recommendedFor,Prenatal_Injuries
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Muscle_Weakness
Magnesium_Deficiency,22-rdf-syntax-ns#type,Disease
Kale_raw,recommendedFor,Nerve_Compression_Syndromes
Egg_yolk_dried,contraindicatedFor,Hypertension__Renal
Restaurant_Latino_tamale_pork,contraindicatedFor,Nephrolithiasis
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Kidney_Diseases__Cystic
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Melanoma
Egg_yolk_dried,contraindicatedFor,Osteoporosis
Beans_Dry_Small_Red_0_moisture,contraindicatedFor,Hypercalcemia
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Ventricular_Fibrillation
Beans_Dry_Pinto_0_moisture,recommendedFor,Fever
Tomato_sauce_canned_with_salt_added,contraindicatedFor,Edema
Bulgur_dry_raw,recommendedFor,Hyperkinesis
Cheese_cotija_solid,highIn,Protein
Figs_dried_uncooked,recommendedFor,Heart_Diseases
Soy_milk_sweetened_plain_refrigerated,recommendedFor,Polyradiculopathy
Seeds_sunflower_seed_kernel_raw,recommendedFor,Cerebrovascular_Disorders
Yogurt_Greek_plain_whole_milk,predictedFor,Pain
Cheese_cotija_solid,predictedFor,Pulmonary_Fibrosis
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Bone_Diseases__Endocrine
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Stomach_Ulcer
Apples_granny_smith_with_skin_raw,contraindicatedFor,Diabetes_Mellitus__Type_1
Sesame_butter_creamy,recommendedFor,Diabetic_Ketoacidosis
Cheese_cottage_lowfat_2_milkfat,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Zinc,treats,Stomach_Ulcer
Cheese_feta_whole_milk_crumbled,recommendedFor,Seizures
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Substance_Withdrawal_Syndrome
Ketchup_restaurant,predictedFor,Neoplasms
Sesame_butter_creamy,highIn,Folate
Nuts_pistachio_nuts_raw,predictedFor,Hyperlipidemias
Egg_yolk_raw_frozen_pasteurized,highInPredicted,Sodium
Farro_pearled_dry_raw,recommendedFor,Testicular_Diseases
Tomatoes_crushed_canned,contraindicatedFor,Arteriosclerosis
Mushroom_crimini,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Bread_white_commercially_prepared,recommendedFor,Cholestasis
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Seizures
Egg_whole_raw_frozen_pasteurized,recommendedFor,Paranoid_Disorders
Cheese_dry_white_queso_seco,recommendedFor,Drug_Overdose
Chia_seeds_dry_raw,recommendedFor,Necrosis
Tomato_sauce_canned_with_salt_added,contraindicatedFor,Kidney_Calculi
Cheese_cotija_solid,contraindicatedFor,Insulin_Resistance
Eggs_Grade_A_Large_egg_whole,recommendedFor,Vitamin_D_Deficiency
Farro_pearled_dry_raw,contraindicatedFor,Intestinal_Diseases
Cream_sour_full_fat,recommendedFor,Weight_Gain
Beans_Dry_Pinto_0_moisture,recommendedFor,Polycystic_Ovary_Syndrome
Flour_almond,recommendedFor,Movement_Disorders
Cheese_American_restaurant,contraindicatedFor,Hyperparathyroidism__Secondary
Milk_whole_325_milkfat_with_added_vitamin_D,recommendedFor,Nerve_Compression_Syndromes
Beans_Dry_Navy_0_moisture,recommendedFor,Cell_Transformation__Neoplastic
Ham_sliced_restaurant,recommendedFor,Water_Electrolyte_Imbalance
Snow_crab_legs_only_frozen__,22-rdf-syntax-ns#type,Food
Cheese_cheddar,recommendedFor,Ventricular_Fibrillation
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Tachycardia__Supraventricular
Nuts_pistachio_nuts_raw,contraindicatedFor,Liver_Diseases
Flour_cassava,contraindicatedFor,Iron_Overload
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Peptic_Ulcer
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Inflammation
Flaxseed_ground,contraindicatedFor,Nephrolithiasis
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Anemia__Iron_Deficiency
Flour_soy_defatted,recommendedFor,Lung_Injury
Zinc,treats,Diabetic_Cardiomyopathies
Cheese_monterey_jack_solid,recommendedFor,Weight_Gain
Flour_buckwheat,recommendedFor,Tachycardia__Ventricular
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,contraindicatedFor,Stroke
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Movement_Disorders
Beans_black_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Hypertension__Renal
Cod_Pacific_or_Alaskan_frozen_wild_caught,contraindicatedFor,Proteinuria
Crustaceans_shrimp_farm_raised_raw,contraindicatedFor,Cardiovascular_Diseases
Beans_black_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Osteoporosis
Yogurt_plain_nonfat,contraindicatedFor,Nephrolithiasis
Peanut_butter_creamy,recommendedFor,Migraine_Disorders
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Cholestasis
Beef_round_top_round_boneless_choice_raw,contraindicatedFor,Anemia
Hummus_commercial,contraindicatedFor,Proteinuria
Flour_soy_defatted,highIn,Protein
Cheese_cheddar,contraindicatedFor,Hypertension
Cream_cheese_full_fat_block,contraindicatedFor,Pancreatitis
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Disease_Susceptibility
Lentils_dry,contraindicatedFor,Anemia__Hypochromic
Buttermilk_low_fat,recommendedFor,Neurologic_Manifestations
Beans_cannellini_dry,recommendedFor,Neurologic_Manifestations
Cottage_cheese_full_fat_large_or_small_curd,contraindicatedFor,Nephrocalcinosis
Flour_cassava,contraindicatedFor,Liver_Cirrhosis
Swordfish_frozen_wild_caught,recommendedFor,Muscular_Diseases
Flour_almond,recommendedFor,Diabetic_Ketoacidosis
Egg_whole_dried,recommendedFor,Vasospasm__Intracranial
Beeftenderloin_steak_raw,recommendedFor,Cholestasis__Extrahepatic
Beans_Dry_Red_0_moisture,recommendedFor,Hyperkinesis
Yogurt_plain_nonfat,predictedFor,Multiple_Sclerosis
Flour_quinoa,recommendedFor,Hypomagnesemia_primary
Nuts_pecans_halves_raw,contraindicatedFor,Copper_Metabolism_Disorders
Mushroom_enoki,recommendedFor,Hypertension
Cheese_monterey_jack_solid,contraindicatedFor,Hepatic_Encephalopathy
Peanut_butter_creamy,contraindicatedFor,Kidney_Calculi
Halibut_frozen_wild_caught,recommendedFor,Hypokalemia
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Cardiomyopathies
Flour_soy_defatted,recommendedFor,Urinary_Bladder_Diseases
Cabbage_red_raw,highIn,Vitamin_C
Beans_Dry_Carioca_0_moisture,recommendedFor,Lung_Injury
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Neurologic_Manifestations
Sausage_pork_chorizo_link_or_ground_cooked_panfried,predictedFor,Asthma
Halibut_frozen_wild_caught,highIn,Potassium
Wild_rice_dry_raw,recommendedFor,Cholestasis__Extrahepatic
Nuts_pine_nuts_raw,recommendedFor,Hyperplasia
Flour_cassava,recommendedFor,Hypotension
Flour_oat_whole_grain,recommendedFor,Atrial_Fibrillation
Rice_red_unenriched_dry_raw,recommendedFor,Cardiovascular_Diseases
Oats_whole_grain_steel_cut,recommendedFor,Prenatal_Injuries
Lamb_ground_raw,recommendedFor,Leukemia
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,recommendedFor,Cell_Transformation__Neoplastic
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Polycystic_Ovary_Syndrome
Flour_oat_whole_grain,recommendedFor,Developmental_Disabilities
Plantains_ripe_raw,recommendedFor,Muscle_Weakness
Bulgur_dry_raw,recommendedFor,Magnesium_Deficiency
Chickpeas_garbanzo_beans_bengal_gram_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Arteriosclerosis
Flour_buckwheat,predictedFor,Glioma
Seeds_pumpkin_seeds_pepitas_raw,contraindicatedFor,Cardiovascular_Diseases
Bison_ground_raw,recommendedFor,COVID_19
Nuts_pecans_halves_raw,contraindicatedFor,Renal_Insufficiency__Chronic
Oats_whole_grain_steel_cut,recommendedFor,Cerebrovascular_Disorders
Beef_ground_80_lean_meat__20_fat_raw,contraindicatedFor,Copper_Metabolism_Disorders
Mustard_prepared_yellow,recommendedFor,Substance_Withdrawal_Syndrome
Flour_quinoa,recommendedFor,Long_QT_Syndrome
Flour_corn_yellow_fine_meal_enriched,recommendedFor,Hyperkinesis
Cheese_queso_fresco_solid,contraindicatedFor,Hypercalcemia
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Major_Depressive_Disorder
Cheese_provolone_sliced,recommendedFor,Heart_Defects__Congenital
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Pain
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Memory_Disorders
Fish_cod_Atlantic_wild_caught_raw,contraindicatedFor,Hypertension__Pulmonary
Arugula_baby_raw,recommendedFor,Polyradiculopathy
Tomatoes_whole_canned_solids_and_liquids_with_salt_added,contraindicatedFor,Hypertension__Portal
Beans_Dry_Pink_0_moisture,contraindicatedFor,Anemia
Egg_whole_raw_frozen_pasteurized,predictedFor,Periodontitis
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,recommendedFor,Magnesium_Deficiency
Cheese_cotija_solid,recommendedFor,Necrosis
Beans_Dry_Brown_0_moisture,recommendedFor,Hypotension
Cottage_cheese_full_fat_large_or_small_curd,contraindicatedFor,Renal_Insufficiency
Egg_yolk_raw_frozen_pasteurized,predictedFor,Kidney_Diseases__Cystic
Cheese_mozzarella_low_moisture_partskim,highIn,Sodium
Einkorn_grain_dry_raw,contraindicatedFor,Renal_Insufficiency__Chronic
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,contraindicatedFor,Immune_System_Diseases
Blackeye_pea_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Renal_Insufficiency
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Pruritus
Beans_Dry_Small_White_0_moisture,recommendedFor,Ventricular_Fibrillation
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Intestinal_Diseases
Lentils_dry,recommendedFor,Cell_Transformation__Neoplastic
Butter_stick_salted,22-rdf-syntax-ns#type,Food
Lentils_dry,recommendedFor,Hypomagnesemia_primary
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Diarrhea
Cheese_swiss,contraindicatedFor,Ischemic_Stroke
Cheese_oaxaca_solid,contraindicatedFor,Hyperparathyroidism__Secondary
Apples_gala_with_skin_raw,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Epilepsy,22-rdf-syntax-ns#type,Disease
Flour_bread_white_enriched_unbleached,contraindicatedFor,Hemosiderosis
Flour_buckwheat,predictedFor,Craniofacial_Abnormalities
Beans_navy_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Hypertension__Portal
Beans_Dry_Brown_0_moisture,contraindicatedFor,Hepatolenticular_Degeneration
Flour_almond,recommendedFor,Hyperalgesia
Flour_soy_fullfat,recommendedFor,Cardiomyopathies
Restaurant_Chinese_sweet_and_sour_pork,recommendedFor,Arrhythmias__Cardiac
Nuts_brazilnuts_raw,recommendedFor,Stomach_Ulcer
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Prenatal_Injuries
Kale_raw,recommendedFor,Neoplasms
Flour_rye,contraindicatedFor,Colonic_Neoplasms
Beans_Dry_Pink_0_moisture,recommendedFor,Edema
Wild_rice_dry_raw,contraindicatedFor,Copper_Metabolism_Disorders
Cheese_pasteurized_process_cheese_food_or_product_American_singles,contraindicatedFor,Liver_Diseases
Cottage_cheese_full_fat_large_or_small_curd,highInPredicted,Saturated_Fat
Flour_buckwheat,predictedFor,Protein_Deficiency
Plantains_ripe_raw,contraindicatedFor,Diabetes_Mellitus__Type_2
Sausage_turkey_breakfast_links_mild_raw,contraindicatedFor,Kidney_Diseases
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Parasomnias
Plantains_underripe_raw,recommendedFor,Heart_Diseases
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Hypotension
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Craniofacial_Abnormalities
Milk_reduced_fat_fluid_2_milkfat_with_added_vitamin_A_and_vitamin_D,predictedFor,Pain
Cheese_American_restaurant,contraindicatedFor,Metabolic_Syndrome
Sweet_potatoes_orange_flesh_without_skin_raw,recommendedFor,Tremor
Spinach_baby,recommendedFor,Torsades_de_Pointes
Beans_Dry_Red_0_moisture,recommendedFor,Hepatomegaly
Spinach_mature,recommendedFor,Tachycardia
Cheese_feta_whole_milk_crumbled,contraindicatedFor,Myocardial_Infarction
Khorasan_grain_dry_raw,contraindicatedFor,Kidney_Failure__Chronic
Beans_Dry_Red_0_moisture,recommendedFor,Polyradiculopathy
Nuts_walnuts_English_halves_raw,recommendedFor,Heart_Defects__Congenital
Egg_whole_dried,recommendedFor,Parasomnias
Mango_Ataulfo_peeled_raw,contraindicatedFor,Hyperlipidemias
Lentils_dry,recommendedFor,Long_QT_Syndrome
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Protein_Deficiency
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,contraindicatedFor,Cardiovascular_Diseases
Sesame_butter_creamy,recommendedFor,Ventricular_Fibrillation
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Heart_Diseases
Sorghum_bran_white_unenriched_dry_raw,contraindicatedFor,Hepatolenticular_Degeneration
Calcium,worsensWith,Constipation
Potatoes_red_without_skin_raw,recommendedFor,Nerve_Degeneration
Cheese_American_restaurant,contraindicatedFor,Kidney_Diseases
Tuna_ahi_or_yellowfin_frozen_wild_caught,predictedFor,Seizures
Lobster_tail_only_frozen_wild_caught,contraindicatedFor,Edema
Oats_whole_grain_steel_cut,highInPredicted,Vitamin_B6
Yogurt_plain_whole_milk,recommendedFor,Peptic_Ulcer
Blackeye_pea_dry,recommendedFor,Edema
Beans_Dry_Brown_0_moisture,recommendedFor,Necrosis
Seeds_pumpkin_seeds_pepitas_raw,contraindicatedFor,Hepatolenticular_Degeneration
Beans_Dry_Pink_0_moisture,recommendedFor,Sinus_Arrest__Cardiac
Egg_whole_dried,recommendedFor,Peptic_Ulcer
Flour_buckwheat,recommendedFor,Tachycardia__Ectopic_Atrial
Flour_oat_whole_grain,recommendedFor,Weight_Loss
Nephrolithiasis,22-rdf-syntax-ns#type,Disease
Collards_raw,recommendedFor,Neurologic_Manifestations
Nuts_brazilnuts_raw,recommendedFor,Diabetic_Cardiomyopathies
Cheese_feta_whole_milk_crumbled,contraindicatedFor,Kidney_Failure__Chronic
Nuts_macadamia_nuts_raw,contraindicatedFor,Diarrhea
Flour_spelt_whole_grain,recommendedFor,Substance_Withdrawal_Syndrome
Flour_wheat_allpurpose_unenriched_unbleached,highIn,Carbohydrate
Flour_soy_defatted,recommendedFor,Necrosis
Egg_yolk_dried,highIn,Vitamin_D
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Weight_Loss
Mushroom_enoki,contraindicatedFor,Renal_Insufficiency
Flour_potato,predictedFor,Brain_Injuries
Buttermilk_low_fat,contraindicatedFor,Kidney_Calculi
Wild_rice_dry_raw,recommendedFor,Hepatomegaly
Cheese_provolone_sliced,recommendedFor,Hypocalcemia
Nuts_pistachio_nuts_raw,predictedFor,Disease_Susceptibility
Mustard_prepared_yellow,highInPredicted,Carbohydrate
Beans_Dry_Great_Northern_0_moisture,contraindicatedFor,Diarrhea
Cheese_American_restaurant,recommendedFor,Tachycardia
Beans_Dry_Navy_0_moisture,recommendedFor,Hyperplasia
Cod_Pacific_or_Alaskan_frozen_wild_caught,contraindicatedFor,Atherosclerosis
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Nerve_Compression_Syndromes
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Tachycardia__Supraventricular
Beans_Dry_Light_Red_Kidney_0_moisture,contraindicatedFor,Hypercalcemia
Corn_flour_masa_harina_white_or_yellow_dry_raw,contraindicatedFor,Crohn_Disease
Lobster_tail_only_frozen_wild_caught,contraindicatedFor,Kidney_Calculi
Cheese_cheddar,contraindicatedFor,Pre_Eclampsia
Nuts_pistachio_nuts_raw,highIn,Calcium
Milk_whole_325_milkfat_with_added_vitamin_D,predictedFor,Chemical_and_Drug_Induced_Liver_Injury
Flour_oat_whole_grain,recommendedFor,Infant_Death
Cheese_monterey_jack_solid,recommendedFor,Bone_Diseases
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Cholestasis__Extrahepatic
Beans_kidney_dark_red_canned_sodium_added_sugar_added_drained_and_rinsed,contraindicatedFor,Cardiovascular_Diseases
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Cholestasis__Extrahepatic
Chia_seeds_dry_raw,recommendedFor,Diabetes_Mellitus
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Neural_Tube_Defects
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Hyperemia
Flour_buckwheat,recommendedFor,Fasciculation
Beans_Dry_Small_White_0_moisture,recommendedFor,Tachycardia
Cheese_dry_white_queso_seco,recommendedFor,Kidney_Diseases__Cystic
Cheese_dry_white_queso_seco,recommendedFor,Melanoma
Nuts_cashew_nuts_raw,recommendedFor,Glioma
Egg_whole_raw_frozen_pasteurized,recommendedFor,Pain
Beef_chuck_roast_boneless_choice_raw,recommendedFor,Infant_Death
Mango_Tommy_Atkins_peeled_raw,contraindicatedFor,Hyperlipidemias
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Multiple_Myeloma
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Nerve_Degeneration
Lamb_ground_raw,recommendedFor,Prenatal_Injuries
Zinc,treats,Multiple_Myeloma
Chicken_wing_meat_and_skin_raw,contraindicatedFor,Arteriosclerosis
Beans_cannellini_dry,recommendedFor,Paralysis
Nuts_hazelnuts_or_filberts_raw,highIn,Fiber
Beans_Dry_Carioca_0_moisture,recommendedFor,Necrosis
Beef_top_sirloin_steak_raw,contraindicatedFor,Colorectal_Neoplasms
Restaurant_Chinese_sweet_and_sour_pork,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Rice_red_unenriched_dry_raw,recommendedFor,Hemorrhage
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Acute_Kidney_Injury
Flour_almond,recommendedFor,Ventricular_Fibrillation
Eggs_Grade_A_Large_egg_whole,recommendedFor,Arthralgia
Cream_cheese_full_fat_block,recommendedFor,Bone_Diseases
Ketchup_restaurant,contraindicatedFor,Hypertension__Renal
Ketchup_restaurant,contraindicatedFor,Osteoporosis
Grape_juice_white_with_added_vitamin_C_from_concentrate_shelf_stable,contraindicatedFor,Obesity
Nuts_walnuts_English_halves_raw,recommendedFor,Muscle_Cramp
Chicken_drumstick_meat_and_skin_raw,predictedFor,Prostatic_Neoplasms
Beans_Dry_Great_Northern_0_moisture,contraindicatedFor,Colorectal_Neoplasms
Tomatoes_crushed_canned,contraindicatedFor,Renal_Insufficiency__Chronic
Cheese_mozzarella_low_moisture_partskim,contraindicatedFor,Hypertension__Pulmonary
Nuts_walnuts_English_halves_raw,recommendedFor,Hypocalcemia
Almond_milk_unsweetened_plain_shelf_stable,predictedFor,Pain
Chia_seeds_dry_raw,recommendedFor,Hemorrhage
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Ventricular_Fibrillation
Oil_peanut,contraindicatedFor,Arteriosclerosis
Nuts_cashew_nuts_raw,recommendedFor,Craniofacial_Abnormalities
Carbohydrate,22-rdf-syntax-ns#type,Nutrient
Bison_ground_raw,recommendedFor,Hyperglycemia
Acrodermatitis,22-rdf-syntax-ns#type,Disease
Flour_amaranth,recommendedFor,Heart_Defects__Congenital
Sesame_butter_creamy,recommendedFor,Tachycardia
Cheese_cheddar,recommendedFor,Disease_Models__Animal
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,contraindicatedFor,Kidney_Failure__Chronic
Cheese_swiss,recommendedFor,Neurologic_Manifestations
Snow_crab_legs_only_frozen__,recommendedFor,Hyperemia
Farro_pearled_dry_raw,recommendedFor,Paralysis
Cheese_pasteurized_process_cheese_food_or_product_American_singles,contraindicatedFor,Nephrocalcinosis
Yogurt_plain_nonfat,recommendedFor,Urinary_Bladder_Diseases
Nuts_cashew_nuts_raw,recommendedFor,Protein_Deficiency
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Peptic_Ulcer
Calcium,treats,Nephrolithiasis
Farro_pearled_dry_raw,recommendedFor,Asthma
Cheese_parmesan_grated,contraindicatedFor,Hypertension__Pulmonary
Tuna_ahi_or_yellowfin_frozen_wild_caught,predictedFor,Pain
Nephrotic_Syndrome,22-rdf-syntax-ns#type,Disease
Lamb_ground_raw,recommendedFor,Teratozoospermia
Cheese_dry_white_queso_seco,recommendedFor,Inflammation
Nuts_pistachio_nuts_raw,contraindicatedFor,Constipation
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Insulin_Resistance
Nuts_hazelnuts_or_filberts_raw,contraindicatedFor,Hypokalemic_Periodic_Paralysis
